FOOD COMMODITY GROUP,FOOD COMMODITY TYPOLOGY,FOOD COMMODITY ITEM,Carbon footprint  (kg CO2 eq/kg or litre of food commodity),Type of source,Full Reference,Publication year,System Boundary  Distribution,Country,Region,Notes,Reported in other data summaries,Modification of original values 
AGRICULTURAL PROCESSED,OIL,SOYBEAN OIL,1.074,JOURNAL,"Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.",2016,RDC,CHINA,ASIA,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,OIL,SOYBEAN OIL,1.243,REPORT,"Loijos, A. Assumptions and methodologies for life cycle assessment of food products, A project conducted by FoodPrint, 5 July 2008. <http://foodprint.scienceontheweb.net/>",2008,RDC,USA,N AMERICA,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,OIL,SOYBEAN OIL,1.41,JOURNAL,"Dalgaard, R., J. Schmidt, N. Halberg, P.Christensen, M. Thrane, W. A. Pengue. LCA of soybean meal, Int J LCA 13(3):240â254, 2008.",2008,RDC,ARGENTINA,S AMERICA,-,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,OIL,SOYBEAN OIL,2.164,JOURNAL,"Schmidt, J. H. Life cycle assessment of five vegetable oils, J Clean Prod 87:130-138, 2015.",2015,RDC,WORLD ESTIMATE,WORLD,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,OIL,SOYBEAN OIL,3.63,LCA DATABASE,"LCA Food, viewed on March 2018. <www.LCAfood.dk>",2010,RETAILER,DENMARK,N EUROPE,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,OIL,SOYBEAN OIL,4.3,JOURNAL,"Ãzilgen, M., & SorgÃ¼ven, E. (2011). Energy and exergy utilization, and carbon dioxide emission in vegetable oil production. Energy, 36(10), 5954-5967.",2011,MARKET,TURKEY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,OIL,SUNFLOWER OIL,0.9,JOURNAL,"Schmidt, J. H. Life cycle assessment of five vegetable oils, J Clean Prod 87:130-138, 2015.",2015,RDC,WORLD ESTIMATE,WORLD,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,OIL,SUNFLOWER OIL,0.936,CONFERENCE,"Figueiredo, F., E. Castanheira, F. Freire. LCA of sunflower oil addressing alternative land use change scenarios and practices, 8th International Conference on LCA in the Agri-Food Sector, Rennes, France, 2-4 October 2012.",2012,RDC,PORTUGAL,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,OIL,SUNFLOWER OIL,0.985,JOURNAL,"Ãzilgen, M., & SorgÃ¼ven, E. (2011). Energy and exergy utilization, and carbon dioxide emission in vegetable oil production. Energy, 36(10), 5954-5967.",2011,MARKET,TURKEY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,OIL,SUNFLOWER OIL,1.03,JOURNAL,"Badey, L., N. Lahitte, F. Flenet, F. Bosque. French Environmental Labeling of Sunflower and Rapeseed Oils Using Life Cycle Assessment, 2012.",2012,RDC,FRANCE,N EUROPE,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,OIL,SUNFLOWER OIL,1.12,JOURNAL,"Badey, L., N. Lahitte, F. Flenet, F. Bosque. French Environmental Labeling of Sunflower and Rapeseed Oils Using Life Cycle Assessment, 2012.",2012,DC,FRANCE,N EUROPE,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.55,JOURNAL,"RÃ¶Ã¶s, E., C. Sundberg, P.A. Hansson. Uncertainties in the carbon footprint of refined wheat products: a case study on Swedish pasta, Int J LCA 16:338-350, 2011.",2011,RETAIL,SWEDEN,N EUROPE,-,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,PASTA,PASTA,0.567,EPD,"Sgambaro. Dichiarazione Ambientale di Prodotto Pasta Sgambaro per food service, organic, Registration number S-P-00898 , Rev. 3, Approval date 2018.05.18, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,"5kg plastic package, organic",this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.719,EPD,"Sgambaro. Dichiarazione Ambientale di Prodotto Pasta Sgambaro per food service, Registration number S-P-00899 , Rev. 4, Approval date 2018.05.18, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,5kg plastic package,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.784,EPD,"Barilla. Dichiarazione ambientale di prodotto della pasta di semola selezione oro chef, Registration number S-P-00492, Rev. 1, Approval date 2017.11.20, valid 3 years.",2017,EXPORTED GLOBAL MARKET,ITALY,MEDITERRANEAN AREA,food service,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.8,EPD,"Sgambaro. Dichiarazione Ambientale di Prodotto Pasta Sgambaro Etichetta Gialla, Registration number SâPâ00436, Rev. 0, Approval date 2013.05.10, valid 3 years.",2013,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.81,EPD,"Barilla. Dichiarazione ambientale di prodotto della pasta di semola selezione oro chef, Registration number S-P-00492, Rev. 1, Approval date 2014.08.08, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,food service,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.835,EPD,"Barilla. Environmental product declaration of Filiz Dry Semolina Pasta, Registration number S-P-00489, Rev. 1, Approval date 2013.12.05, valid 3 years.",2013,DC,TURKEY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.837,EPD,"Barilla. Environmental product declaration of durum wheat semolina dried pasta for 5 kg foodservice in catering packaging, Registration number S-P 00420, Rev. 4, approval date 2016.11.08, valid 3 years",2016,DC,ITALY,MEDITERRANEAN AREA,food service,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.838,EPD,"Sgambaro. Dichiarazione Ambientale di Prodotto Pasta Sgambaro Etichetta Gialla, Registration number SâPâ00436, Rev. 5, Approval date 2018.05.18, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.84,EPD,"Barilla. Dichiarazione ambientale di prodotto della pasta di semola selezione oro chef, Registration number S-P-00492, Rev. 1, Approval date 2017.11.20, valid 3 years.",2017,DC,ITALY,MEDITERRANEAN AREA,food service,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.848,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 5, Approval date 2014.09.19, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.85,EPD,"Barilla. Environmental product declaration of Filiz Dry Semolina Pasta, Registration number S-P-00489, Rev. 1, Approval date 2017.02.06, valid 3 years.",2017,DC,TURKEY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.874,EPD,"Voiello. Dichiarazione ambientale di prodotto applicata alla Pasta di semola, Registration number S-P-00491, Rev.2, approval date 2017.02.06.",2017,DC,ITALY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.885,EPD,"Sgambaro. Dichiarazione Ambientale di Prodotto Pasta Sgambaro Etichetta Gialla, Registration number SâPâ00436, Rev. 2, Approval date 2015.07.27, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.896,EPD,"Barilla. Environmental Product Declaration of weat semolina pasta in paperboardbox. Registration number S-P-00217, Rev. 7, Approval date 06/02/2017, valid 3 years.",2017,DC,ITALY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.898,EPD,"Barilla. Environmental product declaration of durum wheat semolina dried pasta for 5 kg foodservice in catering packaging, Registration number S-P 00420, approval date 2013.08.02, valid 3 years",2013,DC,ITALY,MEDITERRANEAN AREA,food service,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.898,EPD,"Sgambaro. Dichiarazione Ambientale di Prodotto Pasta Sgambaro Etichetta Gialla, Registration number SâPâ00436, Rev. 1, Approval date 2013.05.10, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.921,EPD,"Barilla. Environmental Product Declaration of durum wheat semolina pasta with cardboard package. Registration number S-P-00217, Rev. 7, Approval date 06/02/2017, valid 3 years.",2017,DC,TURKEY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.936,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 5, Approval date 2014.09.19, valid 3 years.",2014,DC,TURKEY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,0.95,EPD,"Voiello. Dichiarazione ambientale di prodotto applicata alla Pasta di semola, Registration number S-P-00491, approval date 2014.01.29.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.013,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 5, Approval date 2014.09.19, valid 3 years.",2014,DC,WORLD ESTIMATE,WORLD,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.038,EPD,"De Cecco. Dichiarazione ambientale di prodotto: Pasta di semola De Cecco, Registration number S-P-00282, Rev. 2, Approval date 2014.11.25, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.121,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro prodotta in Italia e confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 2, Approval date 2011.03.10, valid 3 years.",2011,DC,TURKEY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.191,EPD,"De Cecco. Dichiarazione ambientale di prodotto: Pasta di semola De Cecco, Registration number S-P-00282, Rev. 2, Approval date 2014.11.25, valid 3 years.",2014,DC,USA,N AMERICA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.22,EPD,"Barilla. Environmental product declaration of Misko Dry Semolina Pasta, Registration number S-P-00488, Rev. 2, Approval date 2017.02.06, valid 3 years.",2017,"EXPORTED to USA, AUSTRALIA,",GREECE,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.251,EPD,"Barilla. Environmental product declaration of Misko Dry Semolina Pasta, Registration number S-P-00488, Rev. 2, Approval date 2017.02.06, valid 3 years.",2017,DC,GREECE,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.291,EPD,"Barilla. Environmental Product Declaration of weat semolina pasta in paperboardbox. Registration number S-P-00217, Rev. 7, Approval date 06/02/2017, valid 3 years.",2017,DC,USA,N AMERICA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.297,EPD,"Barilla. Environmental Product Declaration of weat semolina pasta in paperboardbox. Registration number S-P-00217, Rev. 7, Approval date 06/02/2017, valid 3 years.",2017,DC,GREECE,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.317,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 5, Approval date 2014.09.19, valid 3 years.",2014,DC,USA,N AMERICA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.332,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro prodotta in Italia e confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 2, Approval date 2011.03.10, valid 3 years.",2011,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.377,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro prodotta in Italia e confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 2, Approval date 2011.03.10, valid 3 years.",2011,DC,GREECE,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.403,EPD,"Barilla. Environmental product declaration of Misko Dry Semolina Pasta, Registration number S-P-00488, Rev. 1, Approval date 2013.12.05, valid 3 years.",2013,DC,GREECE,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.45,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2, Approval date 2014.09.16, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.476,EPD,"De Cecco. Dichiarazione ambientale di prodotto: Pasta di semola De Cecco, Registration number S-P-00282, Rev. 3, Approval date 2017.10.25, valid 3 years.",2017,DC,ITALY,MEDITERRANEAN AREA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.491,EPD,"De Cecco. Dichiarazione ambientale di prodotto: Pasta di semola De Cecco, Registration number S-P-00282, Rev. 0, Approval date 2011.08.02, valid 3 years.",2011,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.5,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata a Farfalle Edizione Limitata 2015, Registration number S-P-00656, Rev. 5, Approval date 2015.04.30, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.506,EPD,"Granarolo, Dichiarazione ambientale di prodotto applicata alla pasta di semola di grano duro S-P-01044 , Rev. 1, Approval date 2017.11.17 valid 3 years.",2017,DC,ITALY,MEDITERRANEAN AREA,5 kg package,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.604,EPD,"De Cecco. Dichiarazione ambientale di prodotto: Pasta di semola De Cecco, Registration number S-P-00282, Rev. 3, Approval date 2017.10.25, valid 3 years.",2017,DC,USA,N AMERICA,-,this study,-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.658,EPD,"De Cecco. Dichiarazione ambientale di prodotto: Pasta di semola De Cecco, Registration number S-P-00282, Rev. 0, Approval date 2011.08.02, valid 3 years.",2011,DC,USA,N AMERICA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.701,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 5, Approval date 2014.09.19, valid 3 years.",2014,DC,GREECE,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.708,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro prodotta in Italia e confezionata in astuccio in cartoncino, Registration number S-P-00217, Rev. 2, Approval date 2011.03.10, valid 3 years.",2011,DC,USA,N AMERICA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.772,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.868,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,USA,N AMERICA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,1.943,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,USA,N AMERICA,organic,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,2.074,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,2.079,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,2.085,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PASTA,PASTA,2.303,EPD,"Cerere. Dichiarazione ambientale di prodotto applicata alla pasta secca di semola di grano duro, Registration number S-P-00688, Rev. 2.01, Approval date 2014.09.16, valid 3 years.",2014,DC,USA,N AMERICA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,PESTO,PESTO,2.599,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al pesto alla genovese in barattoli di vetro, Registration number S-P-00494, Rev. 2, Approval date 2018.03.15, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,190g jar,this study,-
AGRICULTURAL PROCESSED,PESTO,PESTO,2.827,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al pesto alla genovese in barattoli di vetro, Registration number S-P-00494, Rev. 2, Approval date 2018.03.15, valid 3 years.",2018,EXPORT DC,ITALY,MEDITERRANEAN AREA,190g jar,this study,-
AGRICULTURAL PROCESSED,PESTO,PESTO WITHOUT GARLIC,2.717,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al pesto alla genovese in barattoli di vetro, Registration number S-P-00494, Rev. 2, Approval date 2018.03.15, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,190g jar,this study,-
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,0.264,JOURNAL,"Brentrup, F., J. Kusters, H. Kuhlmann, J. Lammel. Application of the Life Cycle Assessment methodology to agricultural production: an example of sugar beet production with different forms of nitrogen fertilisers, Eur J Agron 14:221â233, 2001.",2001,DC,GERMANY,N EUROPE,-,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,0.635,JOURNAL,"Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.",2016,RDC,CHINA,ASIA,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,0.67,JOURNAL,"Garcia, C.A., E.S. Garcia-Trevino, N. Aguilar-Rivera, C. Armendariz. Carbon footprint of sugar production in Mexico, J Clean Prod 112:2632-2641, 2016.",2016,RDC,MEXICO,C AMERICA,-,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,0.92,EPD,"Italia Zuccheri Dichiarazione ambientale di prodotto dello zucchero da barbabietola stuso COPROB, Registration number S-P-00679, approval date 2014.12.22, valid 3 years",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,0.94,EPD,"Italia Zuccheri Dichiarazione ambientale di prodotto dello zucchero da barbabietola stuso COPROB, Registration number S-P-00679, rev 2.5, approval date 2014.12.22, valid 3 years",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,0.96,LCA DATABASE,"LCA Food, viewed on March 2019. <www.LCAfood.dk>",2010,RETAILER,DENMARK,N EUROPE,-,this study,-
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,1.05,EPD,"Italia Zuccheri Dichiarazione ambientale di prodotto dello zucchero da barbabietola stuso COPROB, Registration number S-P-00679, rev 2., approval date 2017.12.12, valid 3 years",2017,DC,ITALY,MEDITERRANEAN AREA,sfuso,this study,-
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,1.22,EPD,"Italia Zuccheri Dichiarazione ambientale di prodotto dello zucchero da barbabietola stuso COPROB, Registration number S-P-00679, rev 2., approval date 2017.12.12, valid 3 years",2017,DC,ITALY,MEDITERRANEAN AREA,1 kg package,this study,-
AGRICULTURAL PROCESSED,SUGAR,BEET SUGAR,1.31,EPD,"Eridania. Dichiarazione ambientale di prodotto applicata allo zucchero ZEFIRO, Registration number S-P-00470, approval date 2014.05.08, valid 3 years",2014,DC,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,SUGAR,CANE SUGAR,0.283,JOURNAL,"Ramjeawon, T. (2004). Life cycle assessment of cane-sugar on the Island of Mauritius. The international journal of life cycle assessment, 9(4), 254-260.",2004,HARBOUR in Mauritius,MAURITIUS,AFRICA,-,this study,P
AGRICULTURAL PROCESSED,SUGAR,CANE SUGAR,0.373,JOURNAL,"Ramjeawon, T. Life Cycle Assessment of Cane-Sugar on the Island of Mauritius, Int J LCA 9(4):254â260, 2004.",2004,RDC,MAURITIUS,AFRICA,raw,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,SUGAR,CANE SUGAR,0.476,JOURNAL,"Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.",2016,RDC,CHINA,ASIA,-,BCFN (double pyramid 2016),P+T
